Cust. Code,Cust. Name,Ref. Doc. No.,Bill No.,Sale Date,Model,Part No.,Part Desc.,Qty.,Total Amt.,Discount,Net Amt.
60000001,Service  Workshop,GSJ25-02550,CZ25-000646,15/04/2025,K12MR-GHMGKX,A-08889-WC010,COOLANT,20,468.00,0.00,468.00
60000001,Service  Workshop,GSJ25-02589,CZ25-000712,16/04/2025,K12MR-GHMVKX,A-08889-WC010,COOLANT,20,468.00,0.00,468.00
60000001,Service  Workshop,GSJ25-02611,CZ25-000753,16/04/2025,K15BR-HSMPKX,A-08889-WC010,COOLANT,15,351.00,0.00,351.00
60000001,Service  Workshop,GSJ25-02659,CZ25-000875,18/04/2025,K12N24R-GHMGKX,A-08889-WC010,COOLANT,13,304.20,0.00,304.20
60000001,Service  Workshop,GSJ25-02672,CZ25-000891,19/04/2025,K12MR-GHMGKX,A-08889-WC010,COOLANT,13,304.20,0.00,304.20
60000001,Service  Workshop,GSJ25-02703,CZ25-000949,21/04/2025,K12N24R-GHAGKX,A-08889-WC010,COOLANT,13,304.20,0.00,304.20
60000001,Service  Workshop,GSJ25-02548,CZ25-000643,15/04/2025,K12N24R-GHMGKX,A-08889-WC010,COOLANT,13,304.20,0.00,304.20
60000001,Service  Workshop,GSJ25-02597,CZ25-000731,16/04/2025,K12N24R-GHMVKX,A-08889-WC010,COOLANT,13,304.20,0.00,304.20
60000001,Service  Workshop,GSJ25-02628,CZ25-000800,17/04/2025,K12MR-GHMVKX,A-08889-WC010,COOLANT,13,304.20,0.00,304.20
60000001,Service  Workshop,GSJ25-02633,CZ25-000804,17/04/2025,K12MR-GHMGKX,A-08889-WC010,COOLANT,20,468.00,0.00,468.00
60000001,Service  Workshop,GSJ25-02680,CZ25-000904,19/04/2025,K12MR-GHMVKX,A-08889-WC010,COOLANT,20,468.00,0.00,468.00
60000001,Service  Workshop,GSJ25-02571,CZ25-000681,15/04/2025,K12N24R-GHMSKX,A-08889-WC010,COOLANT,13,304.20,0.00,304.20
60000001,Service  Workshop,GSJ25-02618,CZ25-000780,17/04/2025,K12N24R-GHMGKX,A-08889-WC010,COOLANT,20,468.00,0.00,468.00
60000001,Service  Workshop,GSJ25-02600,CZ25-000732,16/04/2025,K12N24R-GHMEKX,A-08889-WC010,COOLANT,13,304.20,0.00,304.20
60000001,Service  Workshop,GSJ25-02620,CZ25-000783,17/04/2025,K12N24R-GHMEKX,A-08889-WC010,COOLANT,13,304.20,0.00,304.20
60000001,Service  Workshop,GSJ25-02671,CZ25-000890,19/04/2025,K12N24R-GHMGKX,A-08889-WC010,COOLANT,13,304.20,0.00,304.20
60000001,Service  Workshop,GSJ25-02698,CZ25-000942,21/04/2025,KUN40R-GKMNYX,A-11213-30021,"GASKET, CYLINDER",1,"1,465.00",0.00,"1,465.00"
60000001,Service  Workshop,GSJ25-02630,CZ25-000799,17/04/2025,GUN142R-MXMHYX,A-12157-10010,"GASKET,PLUG",2,104.00,0.00,104.00
60000001,Service  Workshop,GSJ25-02673,CZ25-000898,19/04/2025,KUN40R-GKMRYX,A-12157-10010,"GASKET,PLUG",2,104.00,0.00,104.00
60000001,Service  Workshop,GSJ25-02632,CZ25-000803,17/04/2025,GUN142R-MXMHYX,A-12157-10010,"GASKET,PLUG",2,104.00,0.00,104.00
60000001,Service  Workshop,GSJ25-02686,CZ25-000924,19/04/2025,GUN142R-MXMHXX,A-12157-10010,"GASKET,PLUG",2,104.00,0.00,104.00
60000001,Service  Workshop,GSJ25-02540,CZ25-000634,15/04/2025,KUN40R-GKMNYX,A-12157-10010,"GASKET,PLUG",2,104.00,0.00,104.00
60000001,Service  Workshop,GSJ25-02549,CZ25-000645,15/04/2025,KUN40R-GKMNYX,A-12157-10010,"GASKET,PLUG",2,104.00,0.00,104.00
60000001,Service  Workshop,GSJ25-02566,CZ25-000667,15/04/2025,GUN142R-MXMHXX,A-12157-10010,"GASKET,PLUG",2,104.00,0.00,104.00
60000001,Service  Workshop,GSJ25-02579,CZ25-000705,16/04/2025,GUN142R-MXMHYX,A-12157-10010,"GASKET,PLUG",2,104.00,0.00,104.00
60000001,Service  Workshop,GSJ25-02644,CZ25-000839,18/04/2025,GUN142R-MXMSYX,A-12157-10010,"GASKET,PLUG",2,104.00,0.00,104.00
60000001,Service  Workshop,GSJ25-02669,CZ25-000886,19/04/2025,KUN40R-JKMNYX,A-12157-10010,"GASKET,PLUG",2,104.00,0.00,104.00
60000001,Service  Workshop,GSJ25-02635,CZ25-000806,17/04/2025,GUN143R-MXTHYX,A-12157-10010,"GASKET,PLUG",2,104.00,0.00,104.00
60000001,Service  Workshop,GSJ25-02661,CZ25-000876,18/04/2025,GUN142R-MXMMYX,A-12157-10010,"GASKET,PLUG",2,104.00,0.00,104.00
60000001,Service  Workshop,GSJ25-02602,CZ25-000733,16/04/2025,GUN166R-SXTHXX,A-12157-10010,"GASKET,PLUG",2,104.00,0.00,104.00
60000001,Service  Workshop,GSJ25-02593,CZ25-000720,16/04/2025,KUN40R-GKMNYX,A-13568-09131,"BELT, TIMING",1,"2,933.00",0.00,"2,933.00"
60000001,Service  Workshop,GSJ25-02563,CZ25-000662,15/04/2025,KUN40R-GKMRYX,A-13568-09131,"BELT, TIMING",1,"2,933.00",0.00,"2,933.00"
60000001,Service  Workshop,GSJ25-02542,CZ25-000644,15/04/2025,NUK15R-AEMNXX,A-16100-39526,"PUMP ASSY, WATER",1,"7,292.00",0.00,"7,292.00"
60000001,Service  Workshop,GSJ25-02681,CZ25-000911,19/04/2025,NUK15R-AEMNXX,A-16620-33025,"TENSIONER, V-RIBBED",1,"8,687.00",0.00,"8,687.00"
60000001,Service  Workshop,GSJ25-02542,CZ25-000644,15/04/2025,NUK15R-AEMNXX,A-16620-33025,"TENSIONER, V-RIBBED",1,"8,687.00",0.00,"8,687.00"
60000001,Service  Workshop,GSJ25-02648,CZ25-000843,18/04/2025,KUN40R-GKMNYX,A-17801-0C030,ELEMENT AIR CLEANER,1,"1,676.00",0.00,"1,676.00"
60000001,Service  Workshop,GSJ25-02593,CZ25-000720,16/04/2025,KUN40R-GKMNYX,A-17801-0C030,ELEMENT AIR CLEANER,1,"1,676.00",0.00,"1,676.00"
60000001,Service  Workshop,GSJ25-02649,CZ25-000846,18/04/2025,KUN40R-GKMNYX,A-17801-0C030,ELEMENT AIR CLEANER,1,"1,676.00",0.00,"1,676.00"
60000001,Service  Workshop,GSJ25-02591,CZ25-000716,16/04/2025,KUN40R-GKMDYX,A-17801-0C030,ELEMENT AIR CLEANER,1,"1,676.00",0.00,"1,676.00"
60000001,Service  Workshop,GSJ25-02644,CZ25-000839,18/04/2025,GUN142R-MXMSYX,A-17801-0L040,ELEMENT AIR CLEANER,1,"1,611.00",0.00,"1,611.00"
60000001,Service  Workshop,GSJ25-02690,CZ25-000933,20/04/2025,GUN166R-SXFHXX,A-17801-0L040,ELEMENT AIR CLEANER,1,"1,611.00",0.00,"1,611.00"
60000001,Service  Workshop,GSJ25-02710,CZ25-000960,21/04/2025,GUN142R-MXMHXX,A-17801-0L040,ELEMENT AIR CLEANER,1,"1,611.00",0.00,"1,611.00"
60000001,Service  Workshop,GSJ25-02566,CZ25-000667,15/04/2025,GUN142R-MXMHXX,A-17801-0L040,ELEMENT AIR CLEANER,1,"1,611.00",0.00,"1,611.00"
60000001,Service  Workshop,GSJ25-02661,CZ25-000876,18/04/2025,GUN142R-MXMMYX,A-17801-0L040,ELEMENT AIR CLEANER,1,"1,611.00",0.00,"1,611.00"
60000001,Service  Workshop,GSJ25-02675,CZ25-000916,19/04/2025,GUN143R-MXTHYX,A-17801-0L040,ELEMENT AIR CLEANER,1,"1,611.00",0.00,"1,611.00"
60000001,Service  Workshop,GSJ25-02553,CZ25-000648,15/04/2025,GUN156R-SXTHXX,A-17801-0L040,ELEMENT AIR CLEANER,1,"1,611.00",0.00,"1,611.00"
60000001,Service  Workshop,GSJ25-02558,CZ25-000651,15/04/2025,GUN166R-SXTHXX,A-17801-0L040,ELEMENT AIR CLEANER,1,"1,611.00",0.00,"1,611.00"
60000001,Service  Workshop,GSJ25-02632,CZ25-000803,17/04/2025,GUN142R-MXMHYX,A-17801-0L040,ELEMENT AIR CLEANER,1,"1,611.00",0.00,"1,611.00"
60000001,Service  Workshop,GSJ25-02640,CZ25-000819,17/04/2025,GUN143R-MXTHYX,A-17801-0L040,ELEMENT AIR CLEANER,1,"1,611.00",0.00,"1,611.00"
60000001,Service  Workshop,GSJ25-02684,CZ25-000921,19/04/2025,GUN142R-MXMMYX,A-17801-0L040,ELEMENT AIR CLEANER,1,"1,611.00",0.00,"1,611.00"
60000001,Service  Workshop,GSJ25-02719,CZ25-000975,21/04/2025,GUN142R-MXMHXX,A-17801-0L040,ELEMENT AIR CLEANER,1,"1,611.00",0.00,"1,611.00"
60000001,Service  Workshop,GSJ25-02588,CZ25-000711,16/04/2025,GUN142R-MXTHXX,A-17801-0L040,ELEMENT AIR CLEANER,1,"1,611.00",0.00,"1,611.00"
60000001,Service  Workshop,GSJ25-02696,CZ25-000940,21/04/2025,GUN142R-MXMHXX,A-17801-0L040,ELEMENT AIR CLEANER,1,"1,611.00",0.00,"1,611.00"
60000001,Service  Workshop,GSJ25-02704,CZ25-000951,21/04/2025,GUN142R-MXMHYX,A-17801-0L040,ELEMENT AIR CLEANER,1,"1,611.00",0.00,"1,611.00"
60000001,Service  Workshop,GSJ25-02699,CZ25-000947,21/04/2025,NUK15R-AEMNXX,A-17801-0N050,"ELEMENT SUB-ASSY, AI",1,221.00,0.00,221.00
60000001,Service  Workshop,GSJ25-02614,CZ25-000777,17/04/2025,NUK15R-AEMRXX,A-17801-0N050,"ELEMENT SUB-ASSY, AI",1,221.00,0.00,221.00
60000001,Service  Workshop,GSJ25-02687,CZ25-000929,19/04/2025,NUK15R-AEMNXX,A-17801-0N050,"ELEMENT SUB-ASSY, AI",1,221.00,0.00,221.00
60000001,Service  Workshop,GSJ25-02712,CZ25-000965,21/04/2025,NUK15R-AEMNXX,A-17801-0N050,"ELEMENT SUB-ASSY, AI",1,221.00,0.00,221.00
60000001,Service  Workshop,GSJ25-02627,CZ25-000811,17/04/2025,NUK15R-AEMNXX,A-17801-0N050,"ELEMENT SUB-ASSY, AI",1,221.00,0.00,221.00
60000001,Service  Workshop,GSJ25-02557,CZ25-000659,15/04/2025,NGK10R-AHMNKX,A-17801-0Y020,"ELEMENT SUB-ASSY, AI",1,221.00,0.00,221.00
60000001,Service  Workshop,GSJ25-02639,CZ25-000818,17/04/2025,MAGH10R-APXHBX,A-17801-VT010,"ELEMENT SUB-ASSY, AIR CLEANER",1,"2,084.00",0.00,"2,084.00"
60000001,Service  Workshop,GSJ25-02550,CZ25-000646,15/04/2025,K12MR-GHMGKX,A-17801-WC002,ELEMENT SUB-ASSY,1,269.00,0.00,269.00
60000001,Service  Workshop,GSJ25-02680,CZ25-000904,19/04/2025,K12MR-GHMVKX,A-17801-WC002,ELEMENT SUB-ASSY,1,269.00,0.00,269.00
60000001,Service  Workshop,GSJ25-02589,CZ25-000712,16/04/2025,K12MR-GHMVKX,A-17801-WC002,ELEMENT SUB-ASSY,1,269.00,0.00,269.00
60000001,Service  Workshop,GSJ25-02628,CZ25-000800,17/04/2025,K12MR-GHMVKX,A-17801-WC002,ELEMENT SUB-ASSY,1,269.00,0.00,269.00
60000001,Service  Workshop,GSJ25-02611,CZ25-000753,16/04/2025,K15BR-HSMPKX,A-17801-WC003,"ELEMENT SUB-ASSY, AIR CLEANER",1,282.00,0.00,282.00
60000001,Service  Workshop,GSJ25-02652,CZ25-000861,18/04/2025,K12N24R-GHMGKX,A-17801-WC004,"ELEMENT SUB-ASSY, AIR CLEANER",1,258.00,0.00,258.00
60000001,Service  Workshop,GSJ25-02695,CZ25-000939,21/04/2025,K12N24R-GHMVKX,A-17801-WC004,"ELEMENT SUB-ASSY, AIR CLEANER",1,258.00,0.00,258.00
60000001,Service  Workshop,BPJ25-00820,CZ25-000903,19/04/2025,GUN142R-MXMHXX,A-17940-0E020,INTERCOOLER ASSY,1,"37,203.00",0.00,"37,203.00"
60000001,Service  Workshop,GSJ25-02646,CZ25-000854,18/04/2025,KUN40R-GKMDYX,A-23390-0L041,"ELEMENT ASSY,FUEL FI",1,"1,809.00",0.00,"1,809.00"
60000001,Service  Workshop,GSJ25-02669,CZ25-000886,19/04/2025,KUN40R-JKMNYX,A-23390-0L041,"ELEMENT ASSY,FUEL FI",1,"1,809.00",0.00,"1,809.00"
60000001,Service  Workshop,GSJ25-02540,CZ25-000634,15/04/2025,KUN40R-GKMNYX,A-23390-0L041,"ELEMENT ASSY,FUEL FI",1,"1,809.00",0.00,"1,809.00"
60000001,Service  Workshop,GSJ25-02549,CZ25-000645,15/04/2025,KUN40R-GKMNYX,A-23390-0L041,"ELEMENT ASSY,FUEL FI",1,"1,809.00",0.00,"1,809.00"
60000001,Service  Workshop,GSJ25-02566,CZ25-000667,15/04/2025,GUN142R-MXMHXX,A-23390-0L070,"ELEMENT,FUEL FILTER",1,"2,237.00",0.00,"2,237.00"
60000001,Service  Workshop,GSJ25-02644,CZ25-000839,18/04/2025,GUN142R-MXMSYX,A-23390-0L070,"ELEMENT,FUEL FILTER",1,"2,237.00",0.00,"2,237.00"
60000001,Service  Workshop,GSJ25-02579,CZ25-000705,16/04/2025,GUN142R-MXMHYX,A-23390-0L070,"ELEMENT,FUEL FILTER",1,"2,237.00",0.00,"2,237.00"
60000001,Service  Workshop,GSJ25-02635,CZ25-000806,17/04/2025,GUN143R-MXTHYX,A-23390-0L070,"ELEMENT,FUEL FILTER",1,"2,237.00",0.00,"2,237.00"
60000001,Service  Workshop,GSJ25-02632,CZ25-000820,17/04/2025,GUN142R-MXMHYX,A-23390-0L070,"ELEMENT,FUEL FILTER",1,"2,237.00",0.00,"2,237.00"
60000001,Service  Workshop,GSJ25-02630,CZ25-000799,17/04/2025,GUN142R-MXMHYX,A-23390-0L070,"ELEMENT,FUEL FILTER",1,"2,237.00",0.00,"2,237.00"
60000001,Service  Workshop,GSJ25-02686,CZ25-000924,19/04/2025,GUN142R-MXMHXX,A-23390-0L070,"ELEMENT,FUEL FILTER",1,"2,237.00",0.00,"2,237.00"
60000001,Service  Workshop,GSJ25-02602,CZ25-000733,16/04/2025,GUN166R-SXTHXX,A-23390-0L070,"ELEMENT,FUEL FILTER",1,"2,237.00",0.00,"2,237.00"
60000001,Service  Workshop,GSJ25-02661,CZ25-000876,18/04/2025,GUN142R-MXMMYX,A-23390-0L070,"ELEMENT,FUEL FILTER",1,"2,237.00",0.00,"2,237.00"
60000001,Service  Workshop,GSJ25-02539,CZ25-000636,15/04/2025,NUK15R-AEMNXX,A-23390-0N090,ELEMENT SUB-ASSY FUE,1,"1,015.00",0.00,"1,015.00"
60000001,Service  Workshop,GSJ25-02699,CZ25-000947,21/04/2025,NUK15R-AEMNXX,A-23390-0N090,ELEMENT SUB-ASSY FUE,1,"1,015.00",0.00,"1,015.00"
60000001,Service  Workshop,GSJ25-02722,CZ25-000996,21/04/2025,NUK15R-AEMNXX,A-23390-0N090,ELEMENT SUB-ASSY FUE,1,"1,015.00",0.00,"1,015.00"
60000001,Service  Workshop,GSJ25-02619,CZ25-000817,17/04/2025,NUK15R-AEMRXX,A-23390-0N090,ELEMENT SUB-ASSY FUE,1,"1,015.00",0.00,"1,015.00"
60000001,Service  Workshop,GSJ25-02712,CZ25-000985,21/04/2025,NUK15R-AEMNXX,A-23390-0N090,ELEMENT SUB-ASSY FUE,1,"1,015.00",0.00,"1,015.00"
60000001,Service  Workshop,GSJ25-02664,CZ25-000885,18/04/2025,NUK15R-AEMRXX,A-23390-0N090,ELEMENT SUB-ASSY FUE,1,"1,015.00",0.00,"1,015.00"
60000001,Service  Workshop,GSJ25-02698,CZ25-000942,21/04/2025,KUN40R-GKMNYX,A-23681-0L010,"SEAL, NOZZLE HOLDER",4,472.00,0.00,472.00
60000001,Service  Workshop,GSJ25-02698,CZ25-000942,21/04/2025,KUN40R-GKMNYX,A-23682-30020,"GASKET,NOZZLE HOLDER",4,"1,172.00",0.00,"1,172.00"
60000001,Service  Workshop,GSJ25-02630,CZ25-000815,17/04/2025,GUN142R-MXMHYX,A-31210-0K450,COVER ASSY CLUTCH,1,"6,066.00",0.00,"6,066.00"
60000001,Service  Workshop,GSJ25-02568,CZ25-000672,15/04/2025,GUN142R-MXMSYX,A-31210-0K450,COVER ASSY CLUTCH,1,"6,066.00",0.00,"6,066.00"
60000001,Service  Workshop,GSJ25-02704,CZ25-000956,21/04/2025,GUN142R-MXMHYX,A-31210-0K450,COVER ASSY CLUTCH,1,"6,066.00",0.00,"6,066.00"
60000001,Service  Workshop,GSJ25-02586,CZ25-000737,16/04/2025,NUK15R-AEMNXX,A-31210-52140,"COVER ASSY, CLUTCH",1,"2,036.00",0.00,"2,036.00"
60000001,Service  Workshop,GSJ25-02570,CZ25-000808,17/04/2025,K15BR-HSMHKX,A-31210-WC003,"COVER ASSY, CLUTCH",1,"1,406.00",0.00,"1,406.00"
60000001,Service  Workshop,GSJ25-02630,CZ25-000815,17/04/2025,GUN142R-MXMHYX,A-31230-71052,"BEARING ASSY, CLUTCH",1,"4,524.00",0.00,"4,524.00"
60000001,Service  Workshop,GSJ25-02568,CZ25-000672,15/04/2025,GUN142R-MXMSYX,A-31230-71052,"BEARING ASSY, CLUTCH",1,"4,524.00",0.00,"4,524.00"
60000001,Service  Workshop,GSJ25-02704,CZ25-000956,21/04/2025,GUN142R-MXMHYX,A-31230-71052,"BEARING ASSY, CLUTCH",1,"4,524.00",0.00,"4,524.00"
60000001,Service  Workshop,GSJ25-02630,CZ25-000815,17/04/2025,GUN142R-MXMHYX,A-31241-71010,"SEAL,CLUTCH RELEASE FORK DUST",1,34.00,0.00,34.00
60000001,Service  Workshop,GSJ25-02568,CZ25-000672,15/04/2025,GUN142R-MXMSYX,A-31241-71010,"SEAL,CLUTCH RELEASE FORK DUST",1,34.00,0.00,34.00
60000001,Service  Workshop,GSJ25-02704,CZ25-000956,21/04/2025,GUN142R-MXMHYX,A-31241-71010,"SEAL,CLUTCH RELEASE FORK DUST",1,34.00,0.00,34.00
60000001,Service  Workshop,GSJ25-02704,CZ25-000956,21/04/2025,GUN142R-MXMHYX,A-31243-0K010,"COLLAR,CLUTCH RELEASE FORK",1,77.00,0.00,77.00
60000001,Service  Workshop,GSJ25-02630,CZ25-000815,17/04/2025,GUN142R-MXMHYX,A-31243-0K010,"COLLAR,CLUTCH RELEASE FORK",1,77.00,0.00,77.00
60000001,Service  Workshop,GSJ25-02568,CZ25-000672,15/04/2025,GUN142R-MXMSYX,A-31243-0K010,"COLLAR,CLUTCH RELEASE FORK",1,77.00,0.00,77.00
60000001,Service  Workshop,GSJ25-02704,CZ25-000956,21/04/2025,GUN142R-MXMHYX,A-31250-0K452,"DISC ASSY, CLUTCH",1,"6,761.00",0.00,"6,761.00"
60000001,Service  Workshop,GSJ25-02568,CZ25-000672,15/04/2025,GUN142R-MXMSYX,A-31250-0K452,"DISC ASSY, CLUTCH",1,"6,761.00",0.00,"6,761.00"
60000001,Service  Workshop,GSJ25-02630,CZ25-000815,17/04/2025,GUN142R-MXMHYX,A-31250-0K452,"DISC ASSY, CLUTCH",1,"6,761.00",0.00,"6,761.00"
60000001,Service  Workshop,GSJ25-02586,CZ25-000737,16/04/2025,NUK15R-AEMNXX,A-31250-52271,"DISC ASSY, CLUTCH",1,"3,294.00",0.00,"3,294.00"
60000001,Service  Workshop,GSJ25-02570,CZ25-000808,17/04/2025,K15BR-HSMHKX,A-31250-WC003,"DISC ASSY, CLUTCH",1,"1,667.00",0.00,"1,667.00"
60000001,Service  Workshop,GSJ25-02586,CZ25-000737,16/04/2025,NUK15R-AEMNXX,A-31400-59025,"CYLINDER ASSY,CLUTCH",1,"10,342.00",0.00,"10,342.00"
60000001,Service  Workshop,GSJ25-02570,CZ25-000808,17/04/2025,K15BR-HSMHKX,A-31400-WC002,"CYLINDER ASSY, CLUTCH RELEASE",1,"2,945.00",0.00,"2,945.00"
60000001,Service  Workshop,GSJ25-02570,CZ25-000808,17/04/2025,K15BR-HSMHKX,A-31482-WC001,"TUBE, CLUTH RELEASE",1,235.00,0.00,235.00
60000001,Service  Workshop,GSJ25-02568,CZ25-000672,15/04/2025,GUN142R-MXMSYX,A-33505-0K010,"SEAT SUB-ASSY, SHIFT",1,"1,643.00",0.00,"1,643.00"
60000001,Service  Workshop,GSJ25-02704,CZ25-000956,21/04/2025,GUN142R-MXMHYX,A-33505-0K010,"SEAT SUB-ASSY, SHIFT",1,"1,643.00",0.00,"1,643.00"
60000001,Service  Workshop,GSJ25-02630,CZ25-000815,17/04/2025,GUN142R-MXMHYX,A-33505-0K010,"SEAT SUB-ASSY, SHIFT",1,"1,643.00",0.00,"1,643.00"
60000001,Service  Workshop,BPJ25-00779,CZ25-000798,17/04/2025,GUN142R-MXMHXX,A-33550-0K150,FLOOR SHIFT ASSY,1,"25,621.00",0.00,"25,621.00"
60000001,Service  Workshop,CZ24-017565,IZ25-00042,17/04/2025,,A-33550-0K150,FLOOR SHIFT ASSY,-1,"-25,621.00",0.00,"-25,621.00"
60000001,Service  Workshop,BPJ25-00824,CZ25-000914,19/04/2025,NUK15R-AEMNXX,A-42101-0D140,"BEAM SUB-ASSY, RR AX",1,"28,020.00",0.00,"28,020.00"
60000001,Service  Workshop,GSJ25-02684,CZ25-000930,19/04/2025,GUN142R-MXMMYX,A-42423-20010,"SPACER,BEARING",2,"1,614.00",0.00,"1,614.00"
60000001,Service  Workshop,GSJ25-02635,CZ25-000806,17/04/2025,GUN143R-MXTHYX,A-42444-35070,"GASKET, BRAKE DRUM",2,170.00,0.00,170.00
60000001,Service  Workshop,GSJ25-02704,CZ25-000951,21/04/2025,GUN142R-MXMHYX,A-42444-35070,"GASKET, BRAKE DRUM",2,170.00,0.00,170.00
60000001,Service  Workshop,GSJ25-02644,CZ25-000839,18/04/2025,GUN142R-MXMSYX,A-42444-35070,"GASKET, BRAKE DRUM",2,170.00,0.00,170.00
60000001,Service  Workshop,GSJ25-02545,CZ25-000639,15/04/2025,GUN142R-MXMHYX,A-42444-35070,"GASKET, BRAKE DRUM",2,170.00,0.00,170.00
60000001,Service  Workshop,GSJ25-02661,CZ25-000876,18/04/2025,GUN142R-MXMMYX,A-42444-35070,"GASKET, BRAKE DRUM",2,170.00,0.00,170.00
60000001,Service  Workshop,GSJ25-02632,CZ25-000803,17/04/2025,GUN142R-MXMHYX,A-42444-35070,"GASKET, BRAKE DRUM",2,170.00,0.00,170.00
60000001,Service  Workshop,GSJ25-02630,CZ25-000799,17/04/2025,GUN142R-MXMHYX,A-42444-35070,"GASKET, BRAKE DRUM",2,170.00,0.00,170.00
60000001,Service  Workshop,GSJ25-02579,CZ25-000705,16/04/2025,GUN142R-MXMHYX,A-42444-35070,"GASKET, BRAKE DRUM",2,170.00,0.00,170.00
60000001,Service  Workshop,GSJ25-02684,CZ25-000921,19/04/2025,GUN142R-MXMMYX,A-42444-35070,"GASKET, BRAKE DRUM",2,170.00,0.00,170.00
60000001,Service  Workshop,GSJ25-02724,CZ25-000991,21/04/2025,GUN143R-MXTHYX,A-42444-35070,"GASKET, BRAKE DRUM",2,170.00,0.00,170.00
60000001,Service  Workshop,BPJ25-00824,CZ25-000914,19/04/2025,NUK15R-AEMNXX,A-42450-0D090,"HUB & BRG ASSY, RR",1,"7,664.00",0.00,"7,664.00"
60000001,Service  Workshop,GSJ25-02619,CZ25-000833,17/04/2025,NUK15R-AEMRXX,A-42602-0D150,"CAP SUB-ASSY, WHEEL",1,564.00,0.00,564.00
60000001,Service  Workshop,BPJ25-00824,CZ25-000914,19/04/2025,NUK15R-AEMNXX,A-42611-0D481,"WHEEL, DISC",1,"1,544.00",0.00,"1,544.00"
60000001,Service  Workshop,GSJ25-02565,CZ25-000745,16/04/2025,KUN40R-GKMDYX,A-43310-09040,"JOINT ASSY, UPR BALL",1,"1,783.00",0.00,"1,783.00"
60000001,Service  Workshop,GSJ25-02565,CZ25-000692,15/04/2025,KUN40R-GKMDYX,A-43310-09040,"JOINT ASSY, UPR BALL",1,"1,783.00",0.00,"1,783.00"
60000001,Service  Workshop,GSJ25-02565,CZ25-000764,16/04/2025,KUN40R-GKMDYX,A-43442-0K010,"CAP, KNUCKLE GREASE",1,757.00,0.00,757.00
60000001,Service  Workshop,GSJ25-02543,CZ25-000676,15/04/2025,KUN40R-GKMDYX,A-43442-0K010,"CAP, KNUCKLE GREASE",1,757.00,0.00,757.00
60000001,Service  Workshop,GSJ25-02677,CZ25-000902,19/04/2025,GUN156R-SXTHHX,A-43512-0K210,"DISC, FR",2,"12,548.00",0.00,"12,548.00"
60000001,Service  Workshop,GSJ25-02566,CZ25-000744,16/04/2025,GUN142R-MXMHXX,A-43512-0K310,"DISC, FR",2,"11,266.00",0.00,"11,266.00"
60000001,Service  Workshop,GSJ25-02662,CZ25-000877,18/04/2025,GUN142R-MXMHXX,A-43512-0K310,"DISC, FR",1,"5,633.00",0.00,"5,633.00"
60000001,Service  Workshop,GSJ25-02632,CZ25-000803,17/04/2025,GUN142R-MXMHYX,A-43512-0K310,"DISC, FR",1,"5,633.00",0.00,"5,633.00"
60000001,Service  Workshop,GSJ25-02543,CZ25-000676,15/04/2025,KUN40R-GKMDYX,A-43515-0K010,"ROTOR, SKID CONTROL,",1,"1,008.00",0.00,"1,008.00"
60000001,Service  Workshop,GSJ25-02565,CZ25-000692,15/04/2025,KUN40R-GKMDYX,A-43515-0K010,"ROTOR, SKID CONTROL,",1,"1,008.00",0.00,"1,008.00"
60000001,Service  Workshop,GSJ25-02543,CZ25-000676,15/04/2025,KUN40R-GKMDYX,A-43517-28030,"ROTOR, SKID CONTROL,",1,815.00,0.00,815.00
60000001,Service  Workshop,GSJ25-02684,CZ25-000930,19/04/2025,GUN142R-MXMMYX,A-43517-35010,"ROTOR, SKID CONTROL,",1,"2,239.00",0.00,"2,239.00"
60000001,Service  Workshop,GSJ25-02535,CZ25-000677,15/04/2025,KUN40R-GKMNYX,A-44610-0K100,"BOOSTER ASSY, BRAKE",1,"5,231.00",0.00,"5,231.00"
60000001,Service  Workshop,GSJ25-02565,CZ25-000692,15/04/2025,KUN40R-GKMDYX,A-45046-09320,"END SUB-ASSY, TIE RO",2,"2,586.00",0.00,"2,586.00"
60000001,Service  Workshop,GSJ25-02582,CZ25-000746,16/04/2025,NUK15R-AEMNXX,A-45046-09681,"END SET, TIE ROD",1,"2,189.00",0.00,"2,189.00"
60000001,Service  Workshop,GSJ25-02582,CZ25-000746,16/04/2025,NUK15R-AEMNXX,A-45047-09341,"END SET, TIE ROD, NO",1,"2,189.00",0.00,"2,189.00"
60000001,Service  Workshop,GSJ25-02565,CZ25-000692,15/04/2025,KUN40R-GKMDYX,A-45503-09350,"END SUB-ASSY, STEERI",2,"2,852.00",0.00,"2,852.00"
60000001,Service  Workshop,GSJ25-02582,CZ25-000746,16/04/2025,NUK15R-AEMNXX,A-45503-0D041,"END SUB-ASSY, STEERI",2,"4,724.00",0.00,"4,724.00"
60000001,Service  Workshop,GSJ25-02582,CZ25-000746,16/04/2025,NUK15R-AEMNXX,A-45538-0D050,"CLAMP, STEERING RACK",2,228.00,0.00,228.00
60000001,Service  Workshop,GSJ25-02535,CZ25-000677,15/04/2025,KUN40R-GKMNYX,A-47201-09220,"CYLINDER SET, BRAKE",1,"4,963.00",0.00,"4,963.00"
60000001,Service  Workshop,GSJ25-02535,CZ25-000703,15/04/2025,KUN40R-GKMNYX,A-47389-50021,"GASKET, FLEXIBLE",1,281.00,0.00,281.00
