Cust. Code,Cust. Name,Ref. Doc. No.,Bill No.,Sale Date,Model,Part No.,Part Desc.,Qty.,Total Amt.,Discount,Net Amt.
60000001,Service  Workshop,GSJ25-02681,CZ25-000917,19/04/2025,NUK15R-AEMNXX,A-68160-0D130,"WEATHERSTRIP ASSY,",1,259.00,0.00,259.00
60000001,Service  Workshop,BPJ25-00860,CZ25-000926,19/04/2025,FG22224-7400000,A-68160-WC015,"WEATHERSTRIP,FRONT DOOR OUT,R",1,482.00,0.00,482.00
60000001,Service  Workshop,BPJ25-00810,CZ25-000689,15/04/2025,KUN40R-GKMNYX,A-68610-0K051,"CHECK ASSY, FR DOOR,",1,307.00,0.00,307.00
60000001,Service  Workshop,BPJ25-00810,CZ25-000689,15/04/2025,KUN40R-GKMNYX,A-68630-0K051,"CHECK ASSY, RR DOOR,",1,307.00,0.00,307.00
60000001,Service  Workshop,BPJ25-00810,CZ25-000689,15/04/2025,KUN40R-GKMNYX,A-68710-0K030,"HINGE ASSY, FR DOOR,",1,406.00,0.00,406.00
60000001,Service  Workshop,BPJ25-00810,CZ25-000689,15/04/2025,KUN40R-GKMNYX,A-68730-0K030,"HINGE ASSY, FR DOOR,",1,258.00,0.00,258.00
60000001,Service  Workshop,BPJ25-00810,CZ25-000689,15/04/2025,KUN40R-GKMNYX,A-68750-0K050,"HINGE ASSY, RR DOOR,",1,286.00,0.00,286.00
60000001,Service  Workshop,BPJ25-00810,CZ25-000689,15/04/2025,KUN40R-GKMNYX,A-68770-0K050,"HINGE ASSY, RR DOOR,",1,277.00,0.00,277.00
60000001,Service  Workshop,BPJ25-00856,CZ25-000931,19/04/2025,GUN142R-MXMHYX,A-68810-0K140,"HINGE ASSY,BACK DOOR",2,"1,842.00",0.00,"1,842.00"
60000001,Service  Workshop,BPJ25-00810,CZ25-000689,15/04/2025,KUN40R-GKMNYX,A-69005-0K850,CYLINDER & KEY SET,1,"11,830.00",0.00,"11,830.00"
60000001,Service  Workshop,BPJ25-00810,CZ25-000689,15/04/2025,KUN40R-GKMNYX,A-69030-0K080,"LOCK ASSY, FR DOOR",1,"1,925.00",0.00,"1,925.00"
60000001,Service  Workshop,BPJ25-00810,CZ25-000689,15/04/2025,KUN40R-GKMNYX,A-69201-0K030,"FRAME SUB-ASSY, FR",1,"3,109.00",0.00,"3,109.00"
60000001,Service  Workshop,BPJ25-00810,CZ25-000689,15/04/2025,KUN40R-GKMNYX,A-69210-0K030,"HANDLE ASSY, FR DOOR",1,"1,110.00",0.00,"1,110.00"
60000001,Service  Workshop,BPJ25-00810,CZ25-000689,15/04/2025,KUN40R-GKMNYX,A-69217-0K200,"COVER, FR DOOR OUTSI",1,301.00,0.00,301.00
60000001,Service  Workshop,BPJ25-00810,CZ25-000689,15/04/2025,KUN40R-GKMNYX,A-69241-06020,"PAD,FR DR OUT  HAND",1,379.00,0.00,379.00
60000001,Service  Workshop,BPJ25-00810,CZ25-000689,15/04/2025,KUN40R-GKMNYX,A-69242-42010,"PAD, FR DOOR OUTSIDE",1,379.00,0.00,379.00
60000001,Service  Workshop,BPJ25-00810,CZ25-000969,21/04/2025,KUN40R-GKMNYX,A-69311-0K050,"ROD, FR DOOR LOCK OP",1,101.00,0.00,101.00
60000001,Service  Workshop,BPJ25-00810,CZ25-000969,21/04/2025,KUN40R-GKMNYX,A-69339-0K010,"LABEL,CHILD PROTECTOR",1,89.00,0.00,89.00
60000001,Service  Workshop,BPJ25-00856,CZ25-000931,19/04/2025,GUN142R-MXMHYX,A-69350-0K290,"LOCK ASSY, BACK DOOR",1,"16,886.00",0.00,"16,886.00"
60000001,Service  Workshop,BPJ25-00810,CZ25-000969,21/04/2025,KUN40R-GKMNYX,A-69410-0K050,"PLATE ASSY, DOOR LOC",1,127.00,0.00,127.00
60000001,Service  Workshop,BPJ25-00856,CZ25-000931,19/04/2025,GUN142R-MXMHYX,A-69430-0K081,"STRIKER ASSY, BACK D",1,923.00,0.00,923.00
60000001,Service  Workshop,BPJ25-00810,CZ25-000689,15/04/2025,KUN40R-GKMNYX,A-69905-0K040,"CHANNEL SUB-ASSY, RR",1,809.00,0.00,809.00
60000001,Service  Workshop,BPJ25-00810,CZ25-000689,15/04/2025,KUN40R-GKMNYX,A-69975-0K010,"FILLER, RR DOOR GLAS",1,361.00,0.00,361.00
60000001,Service  Workshop,GSJ25-02654,CZ25-000873,18/04/2025,KUN40R-GKMNYX,A-73210-0K210-E0,"BELT ASSY, FR SEAT,",1,"1,571.00",0.00,"1,571.00"
60000001,Service  Workshop,GSJ25-02606,CZ25-000769,16/04/2025,KUN40R-GKMNYX,A-74404-0K170,"CLAMP SUB-ASSY, BATT",1,224.00,0.00,224.00
60000001,Service  Workshop,GSJ25-02606,CZ25-000769,16/04/2025,KUN40R-GKMNYX,A-74451-0K050,"BOLT, BATTERY CLAMP",1,86.00,0.00,86.00
60000001,Service  Workshop,BPJ25-00856,CZ25-000931,19/04/2025,GUN142R-MXMHYX,A-74811-0K040-C0,"HANDLE,DOOR PULL",1,433.00,0.00,433.00
60000001,Service  Workshop,BPJ25-00853,CZ25-000912,19/04/2025,GUN142R-MXMSXX,A-75431-0K050,EMBLEM BACK DOOR 1,1,491.00,0.00,491.00
60000001,Service  Workshop,BPJ25-00856,CZ25-000931,19/04/2025,GUN142R-MXMHYX,A-75431-0K050,EMBLEM BACK DOOR 1,1,491.00,0.00,491.00
60000001,Service  Workshop,BPJ25-00853,CZ25-000912,19/04/2025,GUN142R-MXMSXX,A-75441-0K100,PLATE BACK DOOR NAME,1,207.00,0.00,207.00
60000001,Service  Workshop,BPJ25-00856,CZ25-000931,19/04/2025,GUN142R-MXMHYX,A-75441-0K100,PLATE BACK DOOR NAME,1,207.00,0.00,207.00
60000001,Service  Workshop,BPJ25-00856,CZ25-000931,19/04/2025,GUN142R-MXMHYX,A-75441-TK410,"PLATE,BACKDOOR NAME",1,159.00,0.00,159.00
60000001,Service  Workshop,BPJ25-00853,CZ25-000912,19/04/2025,GUN142R-MXMSXX,A-75441-TK410,"PLATE,BACKDOOR NAME",1,159.00,0.00,159.00
60000001,Service  Workshop,BPJ25-00853,CZ25-000912,19/04/2025,GUN142R-MXMSXX,A-75442-0K080,PLATE BACK DOOR NAME,1,138.00,0.00,138.00
60000001,Service  Workshop,BPJ25-00856,CZ25-000931,19/04/2025,GUN142R-MXMHYX,A-75442-0K080,PLATE BACK DOOR NAME,1,138.00,0.00,138.00
60000001,Service  Workshop,BPJ25-00853,CZ25-000912,19/04/2025,GUN142R-MXMSXX,A-75459-0K140,MARK TAIL GATE,1,182.00,0.00,182.00
60000001,Service  Workshop,BPJ25-00856,CZ25-000931,19/04/2025,GUN142R-MXMHYX,A-75459-0K360,MARK TAIL GATE,1,266.00,0.00,266.00
60000001,Service  Workshop,BPJ25-00860,CZ25-000926,19/04/2025,FG22224-7400000,A-75601-WC003,"MOULDING SUB-ASSY, FR FENDER,",1,305.00,0.00,305.00
60000001,Service  Workshop,BPJ25-00863,CZ25-001007,21/04/2025,FGB229M-7400000,A-75602-WC003,"MOULDING SUB-ASSY, FR FENDER,",1,305.00,0.00,305.00
60000001,Service  Workshop,BPJ25-00810,CZ25-000689,15/04/2025,KUN40R-GKMNYX,A-75710-0K010,"MOULDING ASSY, FR DO",1,333.00,0.00,333.00
60000001,Service  Workshop,BPJ25-00810,CZ25-000689,15/04/2025,KUN40R-GKMNYX,A-75730-0K010,"MOULDING ASSY, RR DO",1,331.00,0.00,331.00
60000001,Service  Workshop,BPJ25-00860,CZ25-000926,19/04/2025,FG22224-7400000,A-75850-WC003,"GUARD ASSY,SIDE SILL SPLASH,R",1,651.00,0.00,651.00
60000001,Service  Workshop,BPJ25-00810,CZ25-000969,21/04/2025,KUN40R-GKMNYX,A-75895-0K010,"TAPE, MOULDING, NO.1",2,608.00,0.00,608.00
60000001,Service  Workshop,BPJ25-00810,CZ25-000969,21/04/2025,KUN40R-GKMNYX,A-75896-0K010,"TAPE, MOULDING, NO.2",2,688.00,0.00,688.00
60000001,Service  Workshop,BPJ25-00810,CZ25-000969,21/04/2025,KUN40R-GKMNYX,A-75915-0K010,"TAPE, BLACK OUT CTR",1,161.00,0.00,161.00
60000001,Service  Workshop,BPJ25-00860,CZ25-000926,19/04/2025,FG22224-7400000,A-75921-WC014,"TAPE,FRONT DOOR OUTER RR,R",1,84.00,0.00,84.00
60000001,Service  Workshop,BPJ25-00810,CZ25-000689,15/04/2025,KUN40R-GKMNYX,A-75931-0K010,"TAPE, BLACK OUT RR",1,209.00,0.00,209.00
60000001,Service  Workshop,BPJ25-00810,CZ25-000689,15/04/2025,KUN40R-GKMNYX,A-75933-0K010,"TAPE, BLACK OUT RR",1,249.00,0.00,249.00
60000001,Service  Workshop,BPJ25-00810,CZ25-000689,15/04/2025,KUN40R-GKMNYX,A-75935-0K010,"TAPE, BLACK OUT RR",1,143.00,0.00,143.00
60000001,Service  Workshop,BPJ25-00810,CZ25-000689,15/04/2025,KUN40R-GKMNYX,A-75955-0K010,"TAPE, BLACK OUT FR",1,249.00,0.00,249.00
60000001,Service  Workshop,BPJ25-00810,CZ25-000969,21/04/2025,KUN40R-GKMNYX,A-75957-0K010,"TAPE, BLACK OUT FR",1,249.00,0.00,249.00
60000001,Service  Workshop,BPJ25-00853,CZ25-000912,19/04/2025,GUN142R-MXMSXX,A-76811-0K925,GARNISH BACK DOOR,1,"1,155.00",0.00,"1,155.00"
60000001,Service  Workshop,BPJ25-00856,CZ25-000931,19/04/2025,GUN142R-MXMHYX,A-76811-0K926,GARNISH BACK DOOR,1,"1,155.00",0.00,"1,155.00"
60000001,Service  Workshop,BPJ25-00856,CZ25-000931,19/04/2025,GUN142R-MXMHYX,A-76825-0K180,PROTECTOR BACK DOOR,1,211.00,0.00,211.00
60000001,Service  Workshop,BPJ25-00853,CZ25-000912,19/04/2025,GUN142R-MXMSXX,A-76825-0K180,PROTECTOR BACK DOOR,1,211.00,0.00,211.00
60000001,Service  Workshop,BPJ25-00856,CZ25-000931,19/04/2025,GUN142R-MXMHYX,A-76825-0K190,PROTECTOR BACK DOOR,1,59.00,0.00,59.00
60000001,Service  Workshop,BPJ25-00853,CZ25-000912,19/04/2025,GUN142R-MXMSXX,A-76825-0K190,PROTECTOR BACK DOOR,2,118.00,0.00,118.00
60000001,Service  Workshop,BPJ25-00853,CZ25-000912,19/04/2025,GUN142R-MXMSXX,A-76831-0K020,COVER BACK DOOR RH,1,61.00,0.00,61.00
60000001,Service  Workshop,BPJ25-00853,CZ25-000912,19/04/2025,GUN142R-MXMSXX,A-76832-0K020,COVER BACK DOOR LH,1,68.00,0.00,68.00
60000001,Service  Workshop,BPJ25-00810,CZ25-000969,21/04/2025,KUN40R-GKMNYX,A-76924-13020,"RETAINER, SIDE",8,344.00,0.00,344.00
60000001,Service  Workshop,BPJ25-00810,CZ25-000969,21/04/2025,KUN40R-GKMNYX,A-76925-0K030-B0,"PROTECTOR, SIDE MUDG",1,735.00,0.00,735.00
60000001,Service  Workshop,GSJ25-02571,CZ25-000681,15/04/2025,K12N24R-GHMSKX,A-77745-WC001,"FILTER, CANISTER",1,10.00,0.00,10.00
60000001,Service  Workshop,GSJ25-02597,CZ25-000731,16/04/2025,K12N24R-GHMVKX,A-77745-WC001,"FILTER, CANISTER",1,10.00,0.00,10.00
60000001,Service  Workshop,GSJ25-02589,CZ25-000712,16/04/2025,K12MR-GHMVKX,A-77746-WC001,"FILTER, CANISTER",1,251.00,0.00,251.00
60000001,Service  Workshop,GSJ25-02680,CZ25-000904,19/04/2025,K12MR-GHMVKX,A-77746-WC001,"FILTER, CANISTER",1,251.00,0.00,251.00
60000001,Service  Workshop,GSJ25-02628,CZ25-000800,17/04/2025,K12MR-GHMVKX,A-77746-WC001,"FILTER, CANISTER",1,251.00,0.00,251.00
60000001,Service  Workshop,GSJ25-02611,CZ25-000753,16/04/2025,K15BR-HSMPKX,A-77746-WC002,"FILTER, CHARCOAL CANISTER",1,487.00,0.00,487.00
60000001,Service  Workshop,BPJ25-00872,CZ25-000992,21/04/2025,GUN166R-SXTHXX,A-77841-0K040,"TUBE, UREA W/HEATER, NO.1",1,"6,289.00",0.00,"6,289.00"
60000001,Service  Workshop,GSJ25-02654,CZ25-000873,18/04/2025,KUN40R-GKMNYX,A-81110-0K550,HEADLAMP ASSY,1,"7,961.00",0.00,"7,961.00"
60000001,Service  Workshop,BPJ25-00820,CZ25-000687,15/04/2025,GUN142R-MXMHXX,A-81110-0K641,"HEADLAMP ASSY, RH",1,"36,500.00",0.00,"36,500.00"
60000001,Service  Workshop,BPJ25-00856,CZ25-000931,19/04/2025,GUN142R-MXMHYX,A-81110-0K641,"HEADLAMP ASSY, RH",1,"36,500.00",0.00,"36,500.00"
60000001,Service  Workshop,BPJ25-00855,CZ25-000880,18/04/2025,GUN142R-MXMHXX,A-81110-0K641,"HEADLAMP ASSY, RH",1,"36,500.00",0.00,"36,500.00"
60000001,Service  Workshop,BPJ25-00844,CZ25-000882,18/04/2025,GUN142R-MXMHXX,A-81110-0K641,"HEADLAMP ASSY, RH",1,"36,500.00",0.00,"36,500.00"
60000001,Service  Workshop,BPJ25-00856,CZ25-000931,19/04/2025,GUN142R-MXMHYX,A-81150-0K641,"HEADLAMP ASSY, LH",1,"36,500.00",0.00,"36,500.00"
60000001,Service  Workshop,BPJ25-00820,CZ25-000687,15/04/2025,GUN142R-MXMHXX,A-81150-0K641,"HEADLAMP ASSY, LH",1,"36,500.00",0.00,"36,500.00"
60000001,Service  Workshop,BPJ25-00845,CZ25-000850,18/04/2025,GUN142R-MXMHYX,A-81150-0K641,"HEADLAMP ASSY, LH",1,"36,500.00",0.00,"36,500.00"
60000001,Service  Workshop,BPJ25-00863,CZ25-001007,21/04/2025,FGB229M-7400000,A-81150-WC011,"HEADLAMP ASSY, LH",1,"9,409.00",0.00,"9,409.00"
60000001,Service  Workshop,BPJ25-00855,CZ25-000967,21/04/2025,GUN142R-MXMHXX,A-81210-0K140,LAMP ASSY FOG RH,1,"4,217.00",0.00,"4,217.00"
60000001,Service  Workshop,BPJ25-00855,CZ25-000880,18/04/2025,GUN142R-MXMHXX,A-81510-0K030,LAMP ASSY FR TURN,1,"4,098.00",0.00,"4,098.00"
60000001,Service  Workshop,BPJ25-00856,CZ25-000931,19/04/2025,GUN142R-MXMHYX,A-81550-0K250,LAMP RR COMBINATION,1,"3,570.00",0.00,"3,570.00"
60000001,Service  Workshop,BPJ25-00824,CZ25-000697,15/04/2025,NUK15R-AEMNXX,A-81551-0D300,"LENS & BODY, RR COMB",1,"1,782.00",0.00,"1,782.00"
60000001,Service  Workshop,BPJ25-00871,CZ25-000971,21/04/2025,GUN142R-MXMHXX,A-81560-0K250,LAMP ASSY RR COMBI,1,"3,698.00",0.00,"3,698.00"
60000001,Service  Workshop,GSJ25-02619,CZ25-000833,17/04/2025,NUK15R-AEMRXX,A-81561-0D490,"LENS & BODY, RR COMB",1,"1,782.00",0.00,"1,782.00"
60000001,Service  Workshop,BPJ25-00853,CZ25-000912,19/04/2025,GUN142R-MXMSXX,A-81580-0K060,LAMP ASSY RR RH,1,"3,099.00",0.00,"3,099.00"
60000001,Service  Workshop,BPJ25-00856,CZ25-000931,19/04/2025,GUN142R-MXMHYX,A-81580-0K120,"LAMP ASSY,RR,RH",1,"9,481.00",0.00,"9,481.00"
60000001,Service  Workshop,BPJ25-00853,CZ25-000912,19/04/2025,GUN142R-MXMSXX,A-81590-0K060,LAMP ASSY RR LH,1,"3,363.00",0.00,"3,363.00"
60000001,Service  Workshop,BPJ25-00810,CZ25-000689,15/04/2025,KUN40R-GKMNYX,A-81730-0K010,"LAMP ASSY, SIDE TURN",1,"1,855.00",0.00,"1,855.00"
60000001,Service  Workshop,BPJ25-00854,CZ25-000851,18/04/2025,K15BR-HSMPKX,A-81740-WC002,"LAMP ASSY, SIDE TURN SIGNAL, L",1,763.00,0.00,763.00
60000001,Service  Workshop,BPJ25-00853,CZ25-000912,19/04/2025,GUN142R-MXMSXX,A-81910-0K090,REFLECTOR REFLEX RH,1,"1,358.00",0.00,"1,358.00"
60000001,Service  Workshop,GSJ25-02700,CZ25-000945,21/04/2025,NUK10R-AHMNXX,A-85212-0D090,"BLADE, FR WIPER, RH",1,440.00,0.00,440.00
60000001,Service  Workshop,GSJ25-02680,CZ25-000909,19/04/2025,K12MR-GHMVKX,A-85212-WC001,"BLADE, FR WIPER",1,477.00,0.00,477.00
60000001,Service  Workshop,GSJ25-02680,CZ25-000909,19/04/2025,K12MR-GHMVKX,A-85212-WC002,"BLADE, FR WIPER",1,376.00,0.00,376.00
60000001,Service  Workshop,GSJ25-02627,CZ25-000812,17/04/2025,NUK15R-AEMNXX,A-85214-0D160,"RUBBER, WIPER BLADE",1,202.00,0.00,202.00
60000001,Service  Workshop,GSJ25-02704,CZ25-000994,21/04/2025,GUN142R-MXMHYX,A-85214-28090,"RUBBER, WIPER BLADE",1,483.00,0.00,483.00
60000001,Service  Workshop,GSJ25-02704,CZ25-000994,21/04/2025,GUN142R-MXMHYX,A-85214-42040,"RUBBER, WIPER BLADE",1,380.00,0.00,380.00
60000001,Service  Workshop,GSJ25-02704,CZ25-000994,21/04/2025,GUN142R-MXMHYX,A-85214-52110,"RUBBER, WIPER BLADE",1,823.00,0.00,823.00
60000001,Service  Workshop,GSJ25-02649,CZ25-000858,18/04/2025,KUN40R-GKMNYX,A-85242-0K020,"BLADE, RR WIPER",1,380.00,0.00,380.00
60000001,Service  Workshop,GSJ25-02700,CZ25-000955,21/04/2025,NUK10R-AHMNXX,A-85316-0D130,"CAP, WASHER, A",1,171.00,0.00,171.00
60000001,Service  Workshop,GSJ25-02712,CZ25-001005,21/04/2025,NUK15R-AEMNXX,A-85316-0D130,"CAP, WASHER, A",1,171.00,0.00,171.00
60000001,Service  Workshop,GSJ25-02646,CZ25-000854,18/04/2025,KUN40R-GKMDYX,A-85349-89122,JOINT,1,82.00,0.00,82.00
60000001,Service  Workshop,GSJ25-02646,CZ25-000859,18/04/2025,KUN40R-GKMDYX,A-85381-0K030,"NOZZLE,FR",2,"1,692.00",0.00,"1,692.00"
60000001,Service  Workshop,GSJ25-02542,CZ25-000668,15/04/2025,NUK15R-AEMNXX,A-86300-TK010,ANTENNA ASSY W/HOLDER,1,195.00,0.00,195.00
60000001,Service  Workshop,GSJ25-02560,CZ25-000661,15/04/2025,NUK15R-AEMNXX,A-87139-0D060,"ELEMENT, AIR REFINER",1,337.00,0.00,337.00
60000001,Service  Workshop,GSJ25-02582,CZ25-000746,16/04/2025,NUK15R-AEMNXX,A-87139-0D060,"ELEMENT, AIR REFINER",1,337.00,0.00,337.00
60000001,Service  Workshop,GSJ25-02596,CZ25-000730,16/04/2025,NUK15R-AEMNXX,A-87139-0D060,"ELEMENT, AIR REFINER",1,337.00,0.00,337.00
60000001,Service  Workshop,GSJ25-02621,CZ25-000784,17/04/2025,NGK15R-AEMGKX,A-87139-0D060,"ELEMENT, AIR REFINER",1,337.00,0.00,337.00
60000001,Service  Workshop,GSJ25-02712,CZ25-000985,21/04/2025,NUK15R-AEMNXX,A-87139-0D060,"ELEMENT, AIR REFINER",1,337.00,0.00,337.00
60000001,Service  Workshop,GSJ25-02557,CZ25-000659,15/04/2025,NGK10R-AHMNKX,A-87139-0D060,"ELEMENT, AIR REFINER",1,337.00,0.00,337.00
60000001,Service  Workshop,GSJ25-02545,CZ25-000639,15/04/2025,GUN142R-MXMHYX,A-87139-0K050,ELEMENT AIR REFINER,1,"1,697.00",0.00,"1,697.00"
60000001,Service  Workshop,GSJ25-02588,CZ25-000711,16/04/2025,GUN142R-MXTHXX,A-87139-0K050,ELEMENT AIR REFINER,1,"1,697.00",0.00,"1,697.00"
60000001,Service  Workshop,GSJ25-02601,CZ25-000735,16/04/2025,GUN142R-MXMHXX,A-87139-0K050,ELEMENT AIR REFINER,1,"1,697.00",0.00,"1,697.00"
60000001,Service  Workshop,GSJ25-02616,CZ25-000778,17/04/2025,GUN142R-MXMHXX,A-87139-0K050,ELEMENT AIR REFINER,1,"1,697.00",0.00,"1,697.00"
60000001,Service  Workshop,GSJ25-02637,CZ25-000809,17/04/2025,GUN142R-MXMSXX,A-87139-0K050,ELEMENT AIR REFINER,1,"1,697.00",0.00,"1,697.00"
60000001,Service  Workshop,GSJ25-02639,CZ25-000818,17/04/2025,MAGH10R-APXHBX,A-87139-0K050,ELEMENT AIR REFINER,1,"1,697.00",0.00,"1,697.00"
60000001,Service  Workshop,GSJ25-02716,CZ25-000970,21/04/2025,GUN142R-MXMSXX,A-87139-0K050,ELEMENT AIR REFINER,1,"1,697.00",0.00,"1,697.00"
60000001,Service  Workshop,GSJ25-02558,CZ25-000651,15/04/2025,GUN166R-SXTHXX,A-87139-0K050,ELEMENT AIR REFINER,1,"1,697.00",0.00,"1,697.00"
60000001,Service  Workshop,GSJ25-02551,CZ25-000653,15/04/2025,GUN142R-MXMSYX,A-87139-0K050,ELEMENT AIR REFINER,1,"1,697.00",0.00,"1,697.00"
60000001,Service  Workshop,GSJ25-02724,CZ25-000991,21/04/2025,GUN143R-MXTHYX,A-87139-0K050,ELEMENT AIR REFINER,1,"1,697.00",0.00,"1,697.00"
60000001,Service  Workshop,GSJ25-02602,CZ25-000733,16/04/2025,GUN166R-SXTHXX,A-87139-0K050,ELEMENT AIR REFINER,1,"1,697.00",0.00,"1,697.00"
60000001,Service  Workshop,GSJ25-02630,CZ25-000799,17/04/2025,GUN142R-MXMHYX,A-87139-0K050,ELEMENT AIR REFINER,1,"1,697.00",0.00,"1,697.00"
60000001,Service  Workshop,GSJ25-02632,CZ25-000803,17/04/2025,GUN142R-MXMHYX,A-87139-0K050,ELEMENT AIR REFINER,1,"1,697.00",0.00,"1,697.00"
60000001,Service  Workshop,GSJ25-02675,CZ25-000916,19/04/2025,GUN143R-MXTHYX,A-87139-0K050,ELEMENT AIR REFINER,1,"1,697.00",0.00,"1,697.00"
60000001,Service  Workshop,GSJ25-02704,CZ25-000951,21/04/2025,GUN142R-MXMHYX,A-87139-0K050,ELEMENT AIR REFINER,1,"1,697.00",0.00,"1,697.00"
60000001,Service  Workshop,GSJ25-02686,CZ25-000924,19/04/2025,GUN142R-MXMHXX,A-87139-0K050,ELEMENT AIR REFINER,1,"1,697.00",0.00,"1,697.00"
60000001,Service  Workshop,GSJ25-02690,CZ25-000933,20/04/2025,GUN166R-SXFHXX,A-87139-0K050,ELEMENT AIR REFINER,1,"1,697.00",0.00,"1,697.00"
60000001,Service  Workshop,GSJ25-02547,CZ25-000642,15/04/2025,MAGH10R-ARXMBX,A-87139-0K050,ELEMENT AIR REFINER,1,"1,697.00",0.00,"1,697.00"
60000001,Service  Workshop,GSJ25-02657,CZ25-000866,18/04/2025,MAGH10R-APXHBX,A-87139-0K050,ELEMENT AIR REFINER,1,"1,697.00",0.00,"1,697.00"
60000001,Service  Workshop,GSJ25-02684,CZ25-000921,19/04/2025,GUN142R-MXMMYX,A-87139-0K050,ELEMENT AIR REFINER,1,"1,697.00",0.00,"1,697.00"
60000001,Service  Workshop,GSJ25-02579,CZ25-000705,16/04/2025,GUN142R-MXMHYX,A-87139-0K050,ELEMENT AIR REFINER,1,"1,697.00",0.00,"1,697.00"
60000001,Service  Workshop,GSJ25-02644,CZ25-000844,18/04/2025,GUN142R-MXMSYX,A-87139-0K050,ELEMENT AIR REFINER,1,"1,697.00",0.00,"1,697.00"
60000001,Service  Workshop,GSJ25-02676,CZ25-000897,19/04/2025,GUN142R-MXMHXX,A-87139-0K050,ELEMENT AIR REFINER,1,"1,697.00",0.00,"1,697.00"
60000001,Service  Workshop,GSJ25-02566,CZ25-000667,15/04/2025,GUN142R-MXMHXX,A-87139-0K050,ELEMENT AIR REFINER,1,"1,697.00",0.00,"1,697.00"
60000001,Service  Workshop,GSJ25-02661,CZ25-000876,18/04/2025,GUN142R-MXMMYX,A-87139-0K050,ELEMENT AIR REFINER,1,"1,697.00",0.00,"1,697.00"
60000001,Service  Workshop,GSJ25-02719,CZ25-000975,21/04/2025,GUN142R-MXMHXX,A-87139-0K050,ELEMENT AIR REFINER,1,"1,697.00",0.00,"1,697.00"
60000001,Service  Workshop,GSJ25-02633,CZ25-000804,17/04/2025,K12MR-GHMGKX,A-87139-WC001,"ELEMENT, AIR REFINER",1,313.00,0.00,313.00
60000001,Service  Workshop,GSJ25-02695,CZ25-000939,21/04/2025,K12N24R-GHMVKX,A-87139-WC001,"ELEMENT, AIR REFINER",1,313.00,0.00,313.00
60000001,Service  Workshop,GSJ25-02672,CZ25-000891,19/04/2025,K12MR-GHMGKX,A-87139-WC001,"ELEMENT, AIR REFINER",1,313.00,0.00,313.00
60000001,Service  Workshop,GSJ25-02626,CZ25-000787,17/04/2025,FGB329M-7400000,A-87139-WC004,FILTER S/ASSY,1,525.00,0.00,525.00
60000001,Service  Workshop,GSJ25-02578,CZ25-000691,15/04/2025,FG22224-7400000,A-87139-WC004,FILTER S/ASSY,1,525.00,0.00,525.00
60000001,Service  Workshop,GSJ25-02650,CZ25-000848,18/04/2025,FG2312D-7400000,A-87139-WC004,FILTER S/ASSY,1,525.00,0.00,525.00
60000001,Service  Workshop,GSJ25-02607,CZ25-000747,16/04/2025,FGB329M-7400000,A-87139-WC004,FILTER S/ASSY,1,525.00,0.00,525.00
60000001,Service  Workshop,GSJ25-02580,CZ25-000706,16/04/2025,FGB129T-7400000,A-87139-WC004,FILTER S/ASSY,1,525.00,0.00,525.00
60000001,Service  Workshop,GSJ25-02634,CZ25-000805,17/04/2025,FG2212A-7400000,A-87139-WC004,FILTER S/ASSY,1,525.00,0.00,525.00
60000001,Service  Workshop,GSJ25-02683,CZ25-000908,19/04/2025,FG2312A-7400000,A-87139-WC004,FILTER S/ASSY,1,525.00,0.00,525.00
60000001,Service  Workshop,GSJ25-02591,CZ25-000716,16/04/2025,KUN40R-GKMDYX,A-87139-YZZ78,"ELEMENT, AIR REFINER",1,"1,372.00",0.00,"1,372.00"
60000001,Service  Workshop,GSJ25-02648,CZ25-000843,18/04/2025,KUN40R-GKMNYX,A-87139-YZZ78,"ELEMENT, AIR REFINER",1,"1,372.00",0.00,"1,372.00"
60000001,Service  Workshop,GSJ25-02593,CZ25-000720,16/04/2025,KUN40R-GKMNYX,A-87139-YZZ78,"ELEMENT, AIR REFINER",1,"1,372.00",0.00,"1,372.00"
60000001,Service  Workshop,GSJ25-02649,CZ25-000846,18/04/2025,KUN40R-GKMNYX,A-87139-YZZ78,"ELEMENT, AIR REFINER",1,"1,372.00",0.00,"1,372.00"
60000001,Service  Workshop,BPJ25-00828,CZ25-000824,17/04/2025,NUK15R-AEMNXX,A-87910-0D891,"MIRROR, OUTER RR, RH",1,"1,730.00",0.00,"1,730.00"
60000001,Service  Workshop,BPJ25-00855,CZ25-000881,18/04/2025,GUN142R-MXMHXX,A-87910-0KG31,"MIRROR ASSY,RR RH",1,"16,717.00",0.00,"16,717.00"
60000001,Service  Workshop,BPJ25-00828,CZ25-000725,16/04/2025,NUK15R-AEMNXX,A-87931-0D881,"MIRROR, OUTER RH",1,"1,181.00",0.00,"1,181.00"
60000001,Service  Workshop,CZ25-000725,IZ25-00038,16/04/2025,,A-87931-0D881,"MIRROR, OUTER RH",-1,"-1,181.00",0.00,"-1,181.00"
60000001,Service  Workshop,BPJ25-00865,CZ25-000913,19/04/2025,K12N24R-GHAVKX,A-87940-WC112,"MIRROR ASSY, OUTER RR VIEW, LH",1,"8,677.00",0.00,"8,677.00"
60000001,Service  Workshop,BPJ25-00851,CZ25-000838,17/04/2025,NGK10R-AHMNKX,A-88712-0D370,"HOSE, SUCTION",1,"4,985.00",0.00,"4,985.00"
